,Player,Year,Tm,AV,percentile_av,state
4718,Marcell Dareus,2013,BUF,10.0,95,AL
4719,Thomas Davis,2013,CAR,10.0,95,GA
4720,Carlos Dunlap,2013,CIN,10.0,95,FL
4721,D.J. Fluker,2013,SDG,10.0,95,AL
4722,Orlando Franklin,2013,DEN,10.0,95,FL
4723,Robert Griffin,2013,WAS,10.0,95,TX
4724,Brent Grimes,2013,MIA,10.0,95,PA
4725,Jordan Gross,2013,CAR,10.0,95,UT
4726,Nick Hardwick,2013,SDG,10.0,95,IN
4727,T.Y. Hilton,2013,IND,10.0,95,FL
4728,Vincent Jackson,2013,TAM,10.0,95,CO
4729,Chandler Jones,2013,NWE,10.0,95,NY
4730,Eddie Lacy,2013,GNB,10.0,95,AL
4731,Rob Ninkovich,2013,NWE,10.0,95,IN
4732,Manuel Ramirez,2013,DEN,10.0,95,TX
4733,Andre Smith,2013,CIN,10.0,95,AL
4734,Andre Smith,2013,CIN,10.0,95,VA
4735,Daryl Smith,2013,BAL,10.0,95,AL
4736,Daryl Smith,2013,BAL,10.0,95,GA
4737,Ryan Tannehill,2013,MIA,10.0,95,TX
4738,Joe Thomas,2013,CLE,10.0,95,WI
4739,Joe Thomas,2013,CLE,10.0,95,SC
4740,Joe Thomas,2013,CLE,10.0,95,MS
4741,Bobby Wagner,2013,SEA,10.0,95,UT
4742,Cameron Wake,2013,MIA,10.0,95,PA
4743,T.J. Ward,2013,CLE,10.0,95,OR
4744,Eric Weddle,2013,SDG,10.0,95,UT
4745,DeAngelo Williams,2013,CAR,10.0,95,TN
4746,Patrick Willis,2013,SFO,10.0,95,MS
4747,John Abraham,2013,ARI,9.0,93,SC
4748,Kiko Alonso,2013,BUF,9.0,93,OR
4749,David Bakhtiari,2013,GNB,9.0,93,CO
4750,Giovani Bernard,2013,CIN,9.0,93,NC
4751,Jermon Bushrod,2013,CHI,9.0,93,MD
4752,Calais Campbell,2013,ARI,9.0,93,FL
4753,Anthony Castonzo,2013,IND,9.0,93,MA
4754,Gosder Cherilus,2013,IND,9.0,93,MA
4755,Chris Clark,2013,DEN,9.0,93,MS
4756,Marques Colston,2013,NOR,9.0,93,NY
4757,Dan Connolly,2013,NWE,9.0,93,MO
4758,Antonio Cromartie,2013,NYJ,9.0,93,FL
4759,Jay Cutler,2013,CHI,9.0,93,TN
4760,Demario Davis,2013,NYJ,9.0,93,AK
4761,Vernon Davis,2013,SFO,9.0,93,MD
4762,Brian De La Puente,2013,NOR,9.0,93,CA
4763,Evan Dietrich-Smith,2013,GNB,9.0,93,ID
4764,Harry Douglas,2013,ATL,9.0,93,KY
4765,Julian Edelman,2013,NWE,9.0,93,OH
4766,Ryan Fitzpatrick,2013,TEN,9.0,93,MA
4767,Jerrell Freeman,2013,IND,9.0,93,TX
4768,Junior Galette,2013,NOR,9.0,93,TX
4769,Pierre Garcon,2013,WAS,9.0,93,OH
4770,Roberto Garza,2013,CHI,9.0,93,TX
4771,Frank Gore,2013,SFO,9.0,93,FL
4772,David Harris,2013,NYJ,9.0,93,MI
4773,Damon Harrison,2013,NYJ,9.0,93,IA
4774,Akiem Hicks,2013,NOR,9.0,93,canada
4775,Justin Houston,2013,KAN,9.0,93,GA
4776,Chris Johnson,2013,TEN,9.0,93,NC
4777,Chris Johnson,2013,TEN,9.0,93,PA
4778,Chris Johnson,2013,TEN,9.0,93,KY
4779,Chris Johnson,2013,TEN,9.0,93,CA
4780,Michael Johnson,2013,CIN,9.0,93,AZ
4781,Michael Johnson,2013,CIN,9.0,93,GA
4782,Mychal Kendricks,2013,PHI,9.0,93,CA
4783,T.J. Lang,2013,GNB,9.0,93,MI
4784,DeAndre Levy,2013,DET,9.0,93,WI
4785,Curtis Lofton,2013,NOR,9.0,93,OK
4786,Star Lotulelei,2013,CAR,9.0,93,UT
4787,Alex Mack,2013,CLE,9.0,93,CA
4788,Devin McCourty,2013,NWE,9.0,93,NJ
4789,Tony McDaniel,2013,SEA,9.0,93,TN
4790,Brandon Mebane,2013,SEA,9.0,93,CA
4791,Jordan Mills,2013,CHI,9.0,93,LA
4792,Brian Orakpo,2013,WAS,9.0,93,TX
4793,Domata Peko,2013,CIN,9.0,93,MI
4794,Troy Polamalu,2013,PIT,9.0,93,SC
4795,Paul Posluszny,2013,JAX,9.0,93,PA
4796,Eric Reid,2013,SFO,9.0,93,LA
4797,Aaron Rodgers,2013,GNB,9.0,93,CA
4798,DeMeco Ryans,2013,PHI,9.0,93,AL
4799,Matt Slauson,2013,CHI,9.0,93,NE
4800,Golden Tate,2013,SEA,9.0,93,IN
4801,Pierre Thomas,2013,NOR,9.0,93,IL
4802,Lawrence Timmons,2013,PIT,9.0,93,FL
4803,Danny Trevathan,2013,DEN,9.0,93,KY
4804,Justin Tuck,2013,NYG,9.0,93,IN
4805,Max Unger,2013,SEA,9.0,93,OR
4806,Ryan Wendell,2013,NWE,9.0,93,CA
4807,Donte Whitner,2013,SFO,9.0,93,OH
4808,Andrew Whitworth,2013,CIN,9.0,93,LA
4809,Trent Williams,2013,WAS,9.0,93,OK
4810,Danny Woodhead,2013,SDG,9.0,93,NE
4811,Kendall Wright,2013,TEN,9.0,93,TX
4812,Doug Baldwin,2013,SEA,8.0,89,CA
4813,Don Barclay,2013,GNB,8.0,89,WV
4814,Connor Barwin,2013,PHI,8.0,89,OH
4815,Joique Bell,2013,DET,8.0,89,MI
4816,Le'Veon Bell,2013,PIT,8.0,89,MI
4817,Justin Blalock,2013,ATL,8.0,89,TX
4818,Alex Boone,2013,SFO,8.0,89,OH
4819,Charles Brown,2013,NOR,8.0,89,TX
4820,Charles Brown,2013,NOR,8.0,89,SC
4821,Red Bryant,2013,SEA,8.0,89,TX
4822,Jairus Byrd,2013,BUF,8.0,89,OR
4823,Kyle Cook,2013,CIN,8.0,89,MI
4824,Fletcher Cox,2013,PHI,8.0,89,MS
4825,Anthony Davis,2013,SFO,8.0,89,UT
4826,Anthony Davis,2013,SFO,8.0,89,NJ
4827,Anthony Davis,2013,SFO,8.0,89,VA
4828,Anthony Davis,2013,SFO,8.0,89,SC
4829,Darnell Dockett,2013,ARI,8.0,89,FL
4830,Dannell Ellerbe,2013,MIA,8.0,89,GA
4831,Nick Fairley,2013,DET,8.0,89,AL
4832,Joe Flacco,2013,BAL,8.0,89,PA
4833,Michael Floyd,2013,ARI,8.0,89,IN
4834,Travis Frederick,2013,DAL,8.0,89,WI
4835,Doug Free,2013,DAL,8.0,89,IL
4836,Antonio Gates,2013,SDG,8.0,89,OH
4837,Marcus Gilbert,2013,PIT,8.0,89,FL
4838,Jonathan Goodwin,2013,SFO,8.0,89,OH
4839,Jason Hatcher,2013,DAL,8.0,89,LA
4840,A.J. Hawk,2013,GNB,8.0,89,OH
4841,David Hawthorne,2013,NOR,8.0,89,TX
4842,Lamar Holmes,2013,ATL,8.0,89,MS
4843,Lamarr Houston,2013,OAK,8.0,89,TX
4844,James Ihedigbo,2013,BAL,8.0,89,MA
4845,Mike Iupati,2013,SFO,8.0,89,ID
4846,D'Qwell Jackson,2013,CLE,8.0,89,MD
4847,Fred Jackson,2013,BUF,8.0,89,IA
4848,Cullen Jenkins,2013,NYG,8.0,89,MI
4849,Greg Jennings,2013,MIN,8.0,89,MI
4850,Tim Jennings,2013,CHI,8.0,89,GA
4851,Andre Johnson,2013,HOU,8.0,89,PA
4852,Andre Johnson,2013,HOU,8.0,89,FL
4853,Charles Johnson,2013,CAR,8.0,89,GA
4854,Charles Johnson,2013,CAR,8.0,89,MD
4855,Charles Johnson,2013,CAR,8.0,89,CO
4856,Charles Johnson,2013,CAR,8.0,89,MI
4857,Charles Johnson,2013,CAR,8.0,89,LA
4858,Adam Jones,2013,CIN,8.0,89,WV
4859,Arthur Jones,2013,BAL,8.0,89,NY
4860,Linval Joseph,2013,NYG,8.0,89,NC
4861,Matt Kalil,2013,MIN,8.0,89,SC
4862,Terrance Knighton,2013,DEN,8.0,89,TX
4863,Peter Konz,2013,ATL,8.0,89,WI
4864,James Laurinaitis,2013,STL,8.0,89,OH
4865,Ronald Leary,2013,DAL,8.0,89,TN
4866,Andy Levitre,2013,TEN,8.0,89,OR
4867,Keenan Lewis,2013,NOR,8.0,89,OR
4868,Chris Long,2013,STL,8.0,89,VA
4869,Rey Maualuga,2013,CIN,8.0,89,SC
4870,Josh McCown,2013,CHI,8.0,89,TX
4871,Mike McGlynn,2013,IND,8.0,89,PA
4872,Paul McQuistan,2013,SEA,8.0,89,UT
4873,Captain Munnerlyn,2013,CAR,8.0,89,SC
4874,Reggie Nelson,2013,CIN,8.0,89,FL
4875,Reggie Nelson,2013,CIN,8.0,89,LA
4876,Alec Ogletree,2013,STL,8.0,89,GA
4877,Greg Olsen,2013,CAR,8.0,89,FL
4878,Calvin Pace,2013,NYJ,8.0,89,NC
4879,Cordarrelle Patterson,2013,MIN,8.0,89,TN
4880,Mike Pouncey,2013,MIA,8.0,89,FL
4881,Dominic Raiola,2013,DET,8.0,89,NE
4882,Riley Reiff,2013,DET,8.0,89,IA
4883,Michael Roos,2013,TEN,8.0,89,WA
4884,Rob Sims,2013,DET,8.0,89,OH
4885,Steve Smith,2013,CAR,8.0,89,MI
4886,Steve Smith,2013,CAR,8.0,89,UT
4887,Steve Smith,2013,CAR,8.0,89,OR
4888,Steve Smith,2013,CAR,8.0,89,SC
4889,Steve Smith,2013,CAR,8.0,89,PA
4890,Torrey Smith,2013,BAL,8.0,89,MD
4891,Nate Solder,2013,NWE,8.0,89,CO
4892,Randy Starks,2013,MIA,8.0,89,MD
4893,Zach Strief,2013,NOR,8.0,89,OK
4894,John Sullivan,2013,MIN,8.0,89,CA
4895,John Sullivan,2013,MIN,8.0,89,IL
4896,John Sullivan,2013,MIN,8.0,89,IN
4897,J.R. Sweezy,2013,SEA,8.0,89,NC
4898,Julius Thomas,2013,DEN,8.0,89,OR
4899,Cedric Thornton,2013,PHI,8.0,89,AR
4900,Stephen Tulloch,2013,DET,8.0,89,NC
4901,Olivier Vernon,2013,MIA,8.0,89,FL
4902,Larry Warford,2013,DET,8.0,89,KY
4903,Chance Warmack,2013,TEN,8.0,89,AL
4904,Nate Washington,2013,TEN,8.0,89,OH
4905,Wes Welker,2013,DEN,8.0,89,TX
4906,Philip Wheeler,2013,MIA,8.0,89,GA
4907,Chris Williams,2013,STL,8.0,89,TN
4908,Chris Williams,2013,STL,8.0,89,LA
4909,Chris Williams,2013,STL,8.0,89,MA
4910,Jason Witten,2013,DAL,8.0,89,TN
4911,K.J. Wright,2013,SEA,8.0,89,MS
4912,Marshal Yanda,2013,BAL,8.0,89,IA
4913,Branden Albert,2013,KAN,7.0,85,VA
4914,Nate Allen,2013,PHI,7.0,85,FL
4915,Nate Allen,2013,PHI,7.0,85,TX
4916,Joe Barksdale,2013,STL,7.0,85,LA
4917,Jon Beason,2013,2TM,7.0,85,FL
4918,Byron Bell,2013,CAR,7.0,85,NM
4919,Martellus Bennett,2013,CHI,7.0,85,TX
4920,Antoine Bethea,2013,IND,7.0,85,TX
4921,Michael Brockers,2013,STL,7.0,85,LA
4922,Zach Brown,2013,TEN,7.0,85,NC
4923,Kevin Burnett,2013,OAK,7.0,85,TN
4924,Chris Canty,2013,BAL,7.0,85,VA
4925,Chris Canty,2013,BAL,7.0,85,KA
4926,Chris Chester,2013,WAS,7.0,85,OK
4927,Tyson Clabo,2013,MIA,7.0,85,NC
4928,Adrian Clayborn,2013,TAM,7.0,85,IA
4929,Chris Clemons,2013,SEA,7.0,85,SC
4930,Chris Clemons,2013,SEA,7.0,85,GA
4931,Trent Cole,2013,PHI,7.0,85,OH
4932,Daryn Colledge,2013,ARI,7.0,85,ID
4933,Riley Cooper,2013,PHI,7.0,85,FL
4934,Quinton Coples,2013,NYJ,7.0,85,NC
4935,David DeCastro,2013,PIT,7.0,85,CA
4936,Glenn Dorsey,2013,SFO,7.0,85,LA
4937,Demar Dotson,2013,TAM,7.0,85,MS
4938,King Dunlap,2013,SDG,7.0,85,AL
4939,Matt Elam,2013,BAL,7.0,85,FL
4940,Andre Ellington,2013,ARI,7.0,85,SC
4941,Paul Fanaika,2013,ARI,7.0,85,AZ
4942,Larry Fitzgerald,2013,ARI,7.0,85,PA
4943,London Fletcher,2013,WAS,7.0,85,OH
4944,Brandon Flowers,2013,KAN,7.0,85,VA
4945,Ramon Foster,2013,PIT,7.0,85,TN
4946,Brandon Fusco,2013,MIN,7.0,85,PA
4947,Cordy Glenn,2013,BUF,7.0,85,GA
4948,Mike Glennon,2013,TAM,7.0,85,NC
4949,Chad Greenway,2013,MIN,7.0,85,IA
4950,Brian Hartline,2013,MIA,7.0,85,OH
4951,Todd Herremans,2013,PHI,7.0,85,MI
4952,Cameron Heyward,2013,PIT,7.0,85,OH
4953,Dont'a Hightower,2013,NWE,7.0,85,AL
4954,Rodney Hudson,2013,KAN,7.0,85,FL
4955,George Iloka,2013,CIN,7.0,85,ID
4956,Bruce Irvin,2013,SEA,7.0,85,WV
4957,Janoris Jenkins,2013,STL,7.0,85,AL
4958,John Jerry,2013,MIA,7.0,85,MS
4959,Charlie Johnson,2013,MIN,7.0,85,CO
4960,Charlie Johnson,2013,MIN,7.0,85,KY
4961,Charlie Johnson,2013,MIN,7.0,85,OK
4962,Lane Johnson,2013,PHI,7.0,85,OK
4963,James Jones,2013,GNB,7.0,85,FL
4964,James Jones,2013,GNB,7.0,85,IA
4965,James Jones,2013,GNB,7.0,85,CA
4966,James Jones,2013,GNB,7.0,85,MS
4967,Marvin Jones,2013,CIN,7.0,85,CA
4968,Marvin Jones,2013,CIN,7.0,85,FL
4969,Davin Joseph,2013,TAM,7.0,85,OK
4970,Jason Kelce,2013,PHI,7.0,85,OH
4971,Ryan Kerrigan,2013,WAS,7.0,85,IN
4972,Paul Kruger,2013,CLE,7.0,85,UT
4973,Kendall Langford,2013,STL,7.0,85,VA
4974,Manny Lawson,2013,BUF,7.0,85,NC
4975,Kory Lichtensteiger,2013,WAS,7.0,85,OH
4976,Corey Liuget,2013,SDG,7.0,85,IL
4977,Phil Loadholt,2013,MIN,7.0,85,OK
4978,Jake Long,2013,STL,7.0,85,MI
4979,Nick Mangold,2013,NYJ,7.0,85,OH
4980,Eli Manning,2013,NYG,7.0,85,MS
4981,Sen'Derrick Marks,2013,JAX,7.0,85,AL
4982,Dexter McCluster,2013,KAN,7.0,85,MS
4983,Ray McDonald,2013,SFO,7.0,85,ID
4984,Ray McDonald,2013,SFO,7.0,85,FL
4985,Rodney McLeod,2013,STL,7.0,85,VA
4986,Whitney Mercilus,2013,HOU,7.0,85,IL
4987,Mike Mitchell,2013,CAR,7.0,85,OH
4988,Will Montgomery,2013,WAS,7.0,85,VA
4989,Derrick Morgan,2013,TEN,7.0,85,GA
4990,Alfred Morris,2013,WAS,7.0,85,FL
4991,Terence Newman,2013,CIN,7.0,85,KA
4992,Erik Pears,2013,BUF,7.0,85,CO
4993,Donald Penn,2013,TAM,7.0,85,UT
4994,Julius Peppers,2013,CHI,7.0,85,NC
4995,Shaun Phillips,2013,DEN,7.0,85,IN
4996,Tyler Polumbus,2013,WAS,7.0,85,CO
4997,Glover Quin,2013,DET,7.0,85,NM
4998,Cory Redding,2013,IND,7.0,85,TX
4999,Brooks Reed,2013,HOU,7.0,85,AZ
5000,Darrelle Revis,2013,TAM,7.0,85,PA
5001,Kendall Reyes,2013,SDG,7.0,85,CT
5002,Trent Richardson,2013,2TM,7.0,85,AL
5003,Perry Riley,2013,WAS,7.0,85,LA
5004,Nick Roach,2013,OAK,7.0,85,OK
5005,Craig Robertson,2013,CLE,7.0,85,TX
5006,Brian Robison,2013,MIN,7.0,85,TX
5007,Emmanuel Sanders,2013,PIT,7.0,85,TX
5008,Samson Satele,2013,IND,7.0,85,HI
5009,Lyle Sendlein,2013,ARI,7.0,85,TX
5010,Matt Shaughnessy,2013,ARI,7.0,85,WI
5011,Jerome Simpson,2013,MIN,7.0,85,SC
5012,Pat Sims,2013,OAK,7.0,85,AL
5013,Geno Smith,2013,NYJ,7.0,85,WV
5014,Jimmy Smith,2013,BAL,7.0,85,CO
5015,Jimmy Smith,2013,BAL,7.0,85,IN
5016,Jimmy Smith,2013,BAL,7.0,85,UT
5017,Jimmy Smith,2013,BAL,7.0,85,MS
5018,Malcolm Smith,2013,SEA,7.0,85,SC
5019,Paul Soliai,2013,MIA,7.0,85,UT
5020,Bradley Sowell,2013,ARI,7.0,85,MS
5021,C.J. Spiller,2013,BUF,7.0,85,SC
5022,Darren Sproles,2013,NOR,7.0,85,KA
5023,Zac Stacy,2013,STL,7.0,85,TN
5024,Rod Streater,2013,OAK,7.0,85,TX
5025,Hugh Thornton,2013,IND,7.0,85,IL
5026,Courtney Upshaw,2013,BAL,7.0,85,AL
5027,Kraig Urbik,2013,BUF,7.0,85,WI
5028,Erik Walden,2013,IND,7.0,85,TN
5029,Mike Wallace,2013,MIA,7.0,85,MS
5030,Daryl Washington,2013,ARI,7.0,85,TX
5031,Lardarius Webb,2013,BAL,7.0,85,LA
5032,Cary Williams,2013,PHI,7.0,85,KS
5033,Terrance Williams,2013,DAL,7.0,85,TX
5034,Eric Winston,2013,ARI,7.0,85,FL
5035,Eric Wood,2013,BUF,7.0,85,KY
5036,Willie Young,2013,DET,7.0,85,NC
5037,Willie Young,2013,DET,7.0,85,MS
5038,Willie Young,2013,DET,7.0,85,LA
5039,Jeremy Zuttah,2013,TAM,7.0,85,NJ
5040,Jared Allen,2013,MIN,6.0,79,ID
5041,Jeff Allen,2013,KAN,6.0,79,IL
5042,Jeff Allen,2013,KAN,6.0,79,IA
5043,Jeff Allen,2013,KAN,6.0,79,CA
5044,Tyson Alualu,2013,JAX,6.0,79,CA
5045,Danny Amendola,2013,NWE,6.0,79,TX
5046,Prince Amukamara,2013,NYG,6.0,79,NE
5047,James Anderson,2013,CHI,6.0,79,VA
5048,Ezekiel Ansah,2013,DET,6.0,79,UT
5049,Tavon Austin,2013,STL,6.0,79,WV
5050,Donnie Avery,2013,KAN,6.0,79,TX
5051,Akeem Ayers,2013,TEN,6.0,79,CA
5052,Jason Babin,2013,JAX,6.0,79,MI
5053,Jonathan Babineaux,2013,ATL,6.0,79,IA
5054,Montee Ball,2013,DEN,6.0,79,WI
5055,Khalif Barnes,2013,OAK,6.0,79,WA
5056,Kelvin Beachum,2013,PIT,6.0,79,TX
5057,Yeremiah Bell,2013,ARI,6.0,79,KY
5058,Michael Bennett,2013,SEA,6.0,79,WI
5059,Michael Bennett,2013,SEA,6.0,79,TX
5060,Michael Bennett,2013,SEA,6.0,79,OH
5061,Mackenzy Bernadeau,2013,DAL,6.0,79,MA
5062,Clint Boling,2013,CIN,6.0,79,GA
5063,Kevin Boothe,2013,NYG,6.0,79,IA
5064,Dwayne Bowe,2013,KAN,6.0,79,LA
5065,Jarrett Boykin,2013,GNB,6.0,79,VA
5066,Sam Bradford,2013,STL,6.0,79,OK
5067,Alan Branch,2013,BUF,6.0,79,MI
5068,Mike Brisiel,2013,OAK,6.0,79,CO
5069,Donald Brown,2013,IND,6.0,79,CT
5070,Donald Brown,2013,IND,6.0,79,OK
5071,Duane Brown,2013,HOU,6.0,79,VA
5072,Donald Butler,2013,SDG,6.0,79,WA
5073,Jordan Cameron,2013,CLE,6.0,79,SC
5074,James Carpenter,2013,SEA,6.0,79,AL
5075,Matt Cassel,2013,MIN,6.0,79,SC
5076,Ryan Clark,2013,PIT,6.0,79,LA
5077,Kellen Clemens,2013,STL,6.0,79,OR
5078,Chris Clemons,2013,MIA,6.0,79,SC
5079,Chris Clemons,2013,MIA,6.0,79,GA
5080,Barry Cofield,2013,WAS,6.0,79,OK
5081,Colin Cole,2013,CAR,6.0,79,IA
5082,Jared Cook,2013,STL,6.0,79,SC
5083,Victor Cruz,2013,NYG,6.0,79,MA
5084,Vontae Davis,2013,IND,6.0,79,IL
5085,Louis Delmas,2013,DET,6.0,79,MI
5086,Mike DeVito,2013,KAN,6.0,79,ME
5087,Eric Fisher,2013,KAN,6.0,79,MI
5088,Coby Fleener,2013,IND,6.0,79,CA
5089,Bradley Fletcher,2013,PHI,6.0,79,IA
5090,Moise Fokou,2013,TEN,6.0,79,MD
5091,Mason Foster,2013,TAM,6.0,79,WA
5092,Aubrayo Franklin,2013,IND,6.0,79,TN
5093,Marcus Gilchrist,2013,SDG,6.0,79,SC
5094,Ted Ginn,2013,CAR,6.0,79,OH
5095,Tashaun Gipson,2013,CLE,6.0,79,WY
5096,Gino Gradkowski,2013,BAL,6.0,79,PA
5097,DeAngelo Hall,2013,WAS,6.0,79,VA
5098,Chris Harris,2013,DEN,6.0,79,KS
5099,Chris Harris,2013,DEN,6.0,79,LA
5100,James Harrison,2013,CIN,6.0,79,OH
5101,Nick Hayden,2013,DAL,6.0,79,WI
5102,Geno Hayes,2013,JAX,6.0,79,FL
5103,Chad Henne,2013,JAX,6.0,79,MI
5104,Duke Ihenacho,2013,DEN,6.0,79,CA
5105,Malcolm Jenkins,2013,NOR,6.0,79,OH
5106,Rashad Jennings,2013,OAK,6.0,79,VA
5107,Trumaine Johnson,2013,STL,6.0,79,MT
5108,Trumaine Johnson,2013,STL,6.0,79,LA
5109,Brad Jones,2013,GNB,6.0,79,CO
5110,Chris Jones,2013,NWE,6.0,79,OH
5111,Chris Jones,2013,NWE,6.0,79,TN
5112,Chris Jones,2013,NWE,6.0,79,FL
5113,Chris Jones,2013,NWE,6.0,79,MS
5114,Chris Jones,2013,NWE,6.0,79,DE
5115,Reshad Jones,2013,MIA,6.0,79,GA
5116,Johnathan Joseph,2013,HOU,6.0,79,SC
5117,Brett Keisel,2013,PIT,6.0,79,UT
5118,Mathias Kiwanuka,2013,NYG,6.0,79,MA
5119,Brandon LaFell,2013,CAR,6.0,79,LA
5120,Dawan Landry,2013,NYJ,6.0,79,GA
5121,Jason McCourty,2013,TEN,6.0,79,NJ
5122,Bryant McKinnie,2013,2TM,6.0,79,FL
5123,Brad Meester,2013,JAX,6.0,79,IA
5124,Koa Misi,2013,MIA,6.0,79,UT
5125,Earl Mitchell,2013,HOU,6.0,79,AZ
5126,William Moore,2013,ATL,6.0,79,MO
5127,Chris Myers,2013,HOU,6.0,79,FL
5128,Derek Newton,2013,HOU,6.0,79,AK
5129,Hakeem Nicks,2013,NYG,6.0,79,NC
5130,Uche Nwaneri,2013,JAX,6.0,79,IN
5131,Michael Oher,2013,BAL,6.0,79,MS
5132,Spencer Paysinger,2013,NYG,6.0,79,OR
5133,Corey Peters,2013,ATL,6.0,79,KY
5134,Ryan Pickett,2013,GNB,6.0,79,OH
5135,Ropati Pitoitua,2013,TEN,6.0,79,WA
5136,Bernard Pollard,2013,TEN,6.0,79,IN
5137,Christian Ponder,2013,MIN,6.0,79,FL
5138,Tracy Porter,2013,OAK,6.0,79,IN
5139,Tracy Porter,2013,OAK,6.0,79,LA
5140,Terrelle Pryor,2013,OAK,6.0,79,OH
5141,Justin Pugh,2013,NYG,6.0,79,NY
5142,B.J. Raji,2013,GNB,6.0,79,MA
5143,Sheldon Richardson,2013,NYJ,6.0,79,MO
5144,Stevan Ridley,2013,NWE,6.0,79,LA
5145,Chad Rinehart,2013,SDG,6.0,79,IA
5146,Dominique Rodgers-Cromartie,2013,DEN,6.0,79,TN
5147,Carlos Rogers,2013,SFO,6.0,79,AL
5148,Eddie Royal,2013,SDG,6.0,79,VA
5149,Ahtyba Rubin,2013,CLE,6.0,79,IA
5150,George Selvie,2013,DAL,6.0,79,FL
5151,Jabaal Sheard,2013,CLE,6.0,79,PA
5152,Antonio Smith,2013,HOU,6.0,79,OK
5153,Wade Smith,2013,HOU,6.0,79,TN
5154,Brandon Spikes,2013,NWE,6.0,79,FL
5155,David Stewart,2013,TEN,6.0,79,MS
5156,Kenny Stills,2013,NOR,6.0,79,OK
5157,Phil Taylor,2013,CLE,6.0,79,TX
5158,Johnnie Troutman,2013,SDG,6.0,79,PA
5159,Jeremy Trueblood,2013,ATL,6.0,79,MA
5160,Osi Umenyiora,2013,ATL,6.0,79,AL
5161,Kenny Vaccaro,2013,NOR,6.0,79,TX
5162,Vance Walker,2013,OAK,6.0,79,GA
5163,Scott Wells,2013,STL,6.0,79,TN
5164,Travelle Wharton,2013,CAR,6.0,79,SC
5165,Roddy White,2013,ATL,6.0,79,AL
5166,Kevin Williams,2013,MIN,6.0,79,OK
5167,Kevin Williams,2013,MIN,6.0,79,CA
5168,Kevin Williams,2013,MIN,6.0,79,IA
5169,Kevin Williams,2013,MIN,6.0,79,SC
5170,Kevin Williams,2013,MIN,6.0,79,OK
5171,Kevin Williams,2013,MIN,6.0,79,FL
5172,Tramon Williams,2013,GNB,6.0,79,LA
5173,Stefen Wisniewski,2013,OAK,6.0,79,PA
5174,Charles Woodson,2013,OAK,6.0,79,MI
5175,Corey Wootton,2013,CHI,6.0,79,OK
5176,Jason Worilds,2013,PIT,6.0,79,VA
5177,Kevin Zeitler,2013,CIN,6.0,79,WI
5178,Mike Adams,2013,PIT,5.0,73,PA
5179,Mike Adams,2013,PIT,5.0,73,TX
5180,Mike Adams,2013,PIT,5.0,73,OH
5181,Russell Allen,2013,JAX,5.0,73,CA
5182,Geno Atkins,2013,CIN,5.0,73,GA
5183,Dan Bailey,2013,DAL,5.0,73,OK
5184,Alan Ball,2013,JAX,5.0,73,IL
5185,Johnthan Banks,2013,TAM,5.0,73,MS
5186,Joplo Bartu,2013,ATL,5.0,73,TX
5187,LeGarrette Blount,2013,NWE,5.0,73,OR
5188,Brandon Brooks,2013,HOU,5.0,73,OH
5189,Vincent Brown,2013,SDG,5.0,73,MS
5190,Desmond Bryant,2013,CLE,5.0,73,MA
5191,Brodrick Bunkley,2013,NOR,5.0,73,FL
5192,Morgan Burnett,2013,GNB,5.0,73,GA
5193,Darius Butler,2013,IND,5.0,73,CT
5194,Brandon Carr,2013,DAL,5.0,73,MI
5195,Nolan Carroll,2013,MIA,5.0,73,MD
5196,Bruce Carter,2013,DAL,5.0,73,NC
5197,Scott Chandler,2013,BUF,5.0,73,IA
5198,Barry Church,2013,DAL,5.0,73,OH
5199,Charles Clay,2013,MIA,5.0,73,OK
5200,Jamie Collins,2013,NWE,5.0,73,MS
5201,Willie Colon,2013,NYJ,5.0,73,NY
5202,Chris Conte,2013,CHI,5.0,73,CA
5203,Jerricho Cotchery,2013,PIT,5.0,73,NC
5204,Thomas DeCoud,2013,ATL,5.0,73,CA
5205,Aaron Dobson,2013,NWE,5.0,73,PA
5206,D'Brickashaw Ferguson,2013,NYJ,5.0,73,VA
5207,Matt Flynn,2013,3TM,5.0,73,LA
5208,William Gay,2013,PIT,5.0,73,KY
5209,William Gay,2013,PIT,5.0,73,SC
5210,Breno Giacomini,2013,SEA,5.0,73,KY
5211,Chris Givens,2013,STL,5.0,73,NC
5212,Chris Givens,2013,STL,5.0,73,OH
5213,Stephen Gostkowski,2013,NWE,5.0,73,TN
5214,John Greco,2013,CLE,5.0,73,OH
5215,Michael Griffin,2013,TEN,5.0,73,TX
5216,Rob Gronkowski,2013,NWE,5.0,73,AZ
5217,Letroy Guion,2013,MIN,5.0,73,FL
5218,Parys Haralson,2013,NOR,5.0,73,TN
5219,Erin Henderson,2013,MIN,5.0,73,MD
5220,Sammie Lee Hill,2013,TEN,5.0,73,AL
5221,Will Hill,2013,NYG,5.0,73,FL
5222,Will Hill,2013,NYG,5.0,73,canada
5223,Evander Hood,2013,PIT,5.0,73,MO
5224,DeAndre Hopkins,2013,HOU,5.0,73,SC
5225,Chris Houston,2013,DET,5.0,73,AR
5226,Austin Howard,2013,NYJ,5.0,73,IA
5227,Kareem Jackson,2013,HOU,5.0,73,AL
5228,Steven Jackson,2013,ATL,5.0,73,OR
5229,Tyson Jackson,2013,KAN,5.0,73,LA
5230,Mike Jenkins,2013,OAK,5.0,73,FL
