Player,college,state,PER
Chinanu Onuaku,University of Louisville,KY,44
Courtney Lee,Western Kentucky University,KY,43
Michael Kidd-Gilchrist,University of Kentucky,KY,42
Tayshaun Prince,University of Kentucky,KY,42
Devin Booker,University of Kentucky,KY,41
Jamal Murray,University of Kentucky,KY,41
Jordan Crawford,University of Kentucky,KY,40
Courtney Lee,Western Kentucky University,KY,40
Samardo Samuels,University of Louisville,KY,40
Trey Lyles,University of Kentucky,KY,39
Patrick Patterson,University of Kentucky,KY,38
Tayshaun Prince,University of Kentucky,KY,38
Jodie Meeks,University of Kentucky,KY,38
Courtney Lee,Western Kentucky University,KY,38
Courtney Lee,Western Kentucky University,KY,38
Jodie Meeks,University of Kentucky,KY,37
Markel Brown,Murray State University,KY,36
Eric Bledsoe,University of Kentucky,KY,35
Archie Goodwin,University of Kentucky,KY,35
Archie Goodwin,University of Kentucky,KY,34
Nazr Mohammed,University of Kentucky,KY,34
Isaiah Canaan,Murray State University,KY,34
Francisco Garcia,University of Louisville,KY,34
Samardo Samuels,University of Louisville,KY,34
Terry Rozier,University of Louisville,KY,33
Eric Bledsoe,University of Kentucky,KY,32
Patrick Patterson,University of Kentucky,KY,32
Nazr Mohammed,University of Kentucky,KY,32
Chuck Hayes,University of Kentucky,KY,31
Francisco Garcia,University of Louisville,KY,31
Patrick Patterson,University of Kentucky,KY,30
Jeremy Evans,Western Kentucky University,KY,29
Chuck Hayes,University of Kentucky,KY,29
Daniel Orton,University of Kentucky,KY,29
Russ Smith,University of Louisville,KY,29
Archie Goodwin,University of Kentucky,KY,28
Greg Smith,Western Kentucky University,KY,27
Nazr Mohammed,University of Kentucky,KY,26
Tyler Ulis,University of Kentucky,KY,26
Earl Clark,University of Louisville,KY,26
Trey Lyles,University of Kentucky,KY,25
Patrick Patterson,University of Kentucky,KY,25
Chuck Hayes,University of Kentucky,KY,25
James Young,University of Kentucky,KY,25
Keith Bogans,University of Kentucky,KY,25
Isaiah Canaan,Murray State University,KY,22
DeAndre Liggins,University of Kentucky,KY,22
Francisco Garcia,University of Louisville,KY,21
Darius Miller,University of Kentucky,KY,21
Earl Clark,University of Louisville,KY,20
Markel Brown,Murray State University,KY,20
Chuck Hayes,University of Kentucky,KY,19
Keith Bogans,University of Kentucky,KY,19
DeAndre Liggins,University of Kentucky,KY,19
Darius Miller,University of Kentucky,KY,19
Stanley Johnson,Murray State University,KY,19
Nazr Mohammed,University of Kentucky,KY,18
Andrew Harrison,University of Kentucky,KY,18
Stanley Johnson,Murray State University,KY,18
Josh Harrellson,University of Kentucky,KY,17
James Young,University of Kentucky,KY,17
Tayshaun Prince,University of Kentucky,KY,15
Isaiah Canaan,Murray State University,KY,15
Earl Clark,University of Louisville,KY,15
Greg Smith,Western Kentucky University,KY,14
Alex Poythress,University of Kentucky,KY,14
Jerry Smith,University of Louisville,KY,14
DeAndre Liggins,University of Kentucky,KY,12
Doron Lamb,University of Kentucky,KY,12
Terrence Williams,University of Louisville,KY,11
Stanley Johnson,Murray State University,KY,11
Earl Clark,University of Louisville,KY,10
Keith Bogans,University of Kentucky,KY,10
Tayshaun Prince,University of Kentucky,KY,9
Samardo Samuels,University of Louisville,KY,9
Darius Miller,University of Kentucky,KY,9
Nazr Mohammed,University of Kentucky,KY,8
DeAndre Liggins,University of Kentucky,KY,8
Marquis Teague,University of Kentucky,KY,8
Cameron Payne,Murray State University,KY,7
Russ Smith,University of Louisville,KY,7
Marquis Teague,University of Kentucky,KY,7
Peyton Siva,University of Louisville,KY,7
Terry Rozier,University of Louisville,KY,6
Keith Bogans,University of Kentucky,KY,6
Doron Lamb,University of Kentucky,KY,6
Aaron Harrison,University of Kentucky,KY,6
James Young,University of Kentucky,KY,5
Aaron Harrison,University of Kentucky,KY,5
Francisco Garcia,University of Louisville,KY,4
James Young,University of Kentucky,KY,4
Marquis Teague,University of Kentucky,KY,4
Jamaal Magloire,University of Kentucky,KY,3
Chuck Hayes,University of Kentucky,KY,2
Chinanu Onuaku,University of Louisville,KY,1
Markel Brown,Murray State University,KY,1
Aaron Harrison,University of Kentucky,KY,1
Kelenna Azubuike,University of Kentucky,KY,1
Julius Randle,University of Kentucky,KY,0
Darius Miller,University of Kentucky,KY,0
Orien Greene,University of Louisiana at Lafayette,LA,99
Tyrus Thomas,Louisiana State University,LA,99
Shawn Long,University of Louisiana at Lafayette,LA,97
Paul Millsap,Louisiana Tech University,LA,95
Paul Millsap,Louisiana Tech University,LA,94
Patty Mills,Louisiana Tech University,LA,94
Paul Millsap,Louisiana Tech University,LA,91
Paul Millsap,Louisiana Tech University,LA,91
Paul Millsap,Louisiana Tech University,LA,91
Paul Millsap,Louisiana Tech University,LA,91
Brandon Bass,Louisiana State University,LA,90
Willie Reed,Grambling State University,LA,89
Willie Reed,Grambling State University,LA,89
Patty Mills,Louisiana Tech University,LA,87
Tyrus Thomas,Louisiana State University,LA,86
Paul Millsap,Louisiana Tech University,LA,84
Anthony Randolph,Louisiana State University,LA,83
Brandon Bass,Louisiana State University,LA,82
Marcus Thornton,Louisiana State University,LA,82
Willie Reed,Grambling State University,LA,81
Elfrid Payton,University of Louisiana at Lafayette,LA,81
Tobias Harris,University of New Orleans,LA,81
Paul Millsap,Louisiana Tech University,LA,80
Tobias Harris,University of New Orleans,LA,80
Tobias Harris,University of New Orleans,LA,79
Jason Smith,Louisiana State University,LA,79
Jason Smith,Louisiana State University,LA,78
Marcus Thornton,Louisiana State University,LA,77
Elfrid Payton,University of Louisiana at Lafayette,LA,77
Tobias Harris,University of New Orleans,LA,77
Brandon Bass,Louisiana State University,LA,76
Anthony Randolph,Louisiana State University,LA,76
Marcus Thornton,Louisiana State University,LA,76
Tobias Harris,University of New Orleans,LA,76
Brandon Bass,Louisiana State University,LA,74
Tobias Harris,University of New Orleans,LA,74
Anthony Randolph,Louisiana State University,LA,71
Jordan Mickey,Louisiana State University,LA,69
Patty Mills,Louisiana Tech University,LA,68
Brandon Bass,Louisiana State University,LA,67
Marcus Thornton,Louisiana State University,LA,67
Glen Davis,Louisiana State University,LA,67
Johnny O'Bryant,Louisiana State University,LA,66
Marcus Thornton,Louisiana State University,LA,65
Patty Mills,Louisiana Tech University,LA,64
Jason Smith,Louisiana State University,LA,64
Justin Hamilton,Louisiana State University,LA,64
Tobias Harris,University of New Orleans,LA,61
Patty Mills,Louisiana Tech University,LA,60
Brandon Bass,Louisiana State University,LA,60
Jarell Martin,Louisiana State University,LA,59
Elfrid Payton,University of Louisiana at Lafayette,LA,58
Elfrid Payton,University of Louisiana at Lafayette,LA,57
Jason Smith,Louisiana State University,LA,56
Justin Hamilton,Louisiana State University,LA,56
Rasual Butler,La Salle University,LA,54
Glen Davis,Louisiana State University,LA,52
Glen Davis,Louisiana State University,LA,51
Patty Mills,Louisiana Tech University,LA,50
Patty Mills,Louisiana Tech University,LA,50
Glen Davis,Louisiana State University,LA,49
Jason Smith,Louisiana State University,LA,45
Brandon Bass,Louisiana State University,LA,44
Anthony Randolph,Louisiana State University,LA,43
Rasual Butler,La Salle University,LA,43
Marcus Thornton,Louisiana State University,LA,42
Jason Smith,Louisiana State University,LA,42
Rashard Lewis,La Salle University,LA,42
Johnny O'Bryant,Louisiana State University,LA,41
Justin Hamilton,Louisiana State University,LA,41
Patty Mills,Louisiana Tech University,LA,40
Rasual Butler,La Salle University,LA,37
Garrett Temple,Louisiana State University,LA,35
Rashard Lewis,La Salle University,LA,34
Garrett Temple,Louisiana State University,LA,33
Jason Smith,Louisiana State University,LA,32
Glen Davis,Louisiana State University,LA,32
Rashard Lewis,La Salle University,LA,31
Jordan Mickey,Louisiana State University,LA,30
Marcus Thornton,Louisiana State University,LA,29
Jarell Martin,Louisiana State University,LA,29
Garrett Temple,Louisiana State University,LA,27
Tim Quarterman,Louisiana State University,LA,27
Jordan Mickey,Louisiana State University,LA,24
Tyrus Thomas,Louisiana State University,LA,23
Rashard Lewis,La Salle University,LA,21
Garrett Temple,Louisiana State University,LA,21
Tyrus Thomas,Louisiana State University,LA,19
Jason Smith,Louisiana State University,LA,18
Jarell Martin,Louisiana State University,LA,18
Garrett Temple,Louisiana State University,LA,18
Garrett Temple,Louisiana State University,LA,14
Johnny O'Bryant,Louisiana State University,LA,12
Rasual Butler,La Salle University,LA,9
Rasual Butler,La Salle University,LA,6
Garrett Temple,Louisiana State University,LA,6
Johnny O'Bryant,Louisiana State University,LA,4
Tim Quarterman,Louisiana State University,LA,3
Ronald Dupree,Louisiana State University,LA,2
Jeremy Lin,Harvard University,MA,91
Reggie Jackson,Boston College,MA,90
Jeremy Lin,Harvard University,MA,89
Sean Williams,Boston College,MA,87
Reggie Jackson,Boston College,MA,81
Harrison Barnes,Northeastern University,MA,76
Marcus Camby,University of Massachusetts Amherst,MA,76
Jeremy Lin,Harvard University,MA,74
Reggie Jackson,Boston College,MA,74
Harrison Barnes,Northeastern University,MA,73
Jeremy Lin,Harvard University,MA,71
Jared Dudley,Boston College,MA,71
Reggie Jackson,Boston College,MA,70
Jared Dudley,Boston College,MA,70
Craig Smith,Boston College,MA,70
James Jones,Assumption College,MA,70
Jeremy Lin,Harvard University,MA,66
Reggie Jackson,Boston College,MA,66
Jared Dudley,Boston College,MA,66
Jeremy Lin,Harvard University,MA,65
Marcus Camby,University of Massachusetts Amherst,MA,65
Jeremy Lin,Harvard University,MA,61
Reggie Jackson,Boston College,MA,61
Jeremy Lin,Harvard University,MA,57
Craig Smith,Boston College,MA,56
Harrison Barnes,Northeastern University,MA,54
Gary Forbes,University of Massachusetts Amherst,MA,53
Harrison Barnes,Northeastern University,MA,44
Jared Dudley,Boston College,MA,44
Jared Dudley,Boston College,MA,40
Gary Forbes,University of Massachusetts Amherst,MA,40
James Jones,Assumption College,MA,39
Harrison Barnes,Northeastern University,MA,34
James Jones,Assumption College,MA,34
James Jones,Assumption College,MA,34
James Jones,Assumption College,MA,34
Jared Dudley,Boston College,MA,30
Harrison Barnes,Northeastern University,MA,24
James Jones,Assumption College,MA,24
Reggie Jackson,Boston College,MA,21
Jared Dudley,Boston College,MA,19
Jared Dudley,Boston College,MA,18
Marcus Camby,University of Massachusetts Amherst,MA,17
James Jones,Assumption College,MA,15
Alex Len,University of Maryland,MD,90
Chris Wilcox,University of Maryland,MD,85
Greivis Vasquez,University of Maryland,MD,76
Chris Wilcox,University of Maryland,MD,69
Alex Len,University of Maryland,MD,67
Jeff Green,University of Maryland,MD,67
Jeff Green,University of Maryland,MD,65
Jeff Green,University of Maryland,MD,62
Greivis Vasquez,University of Maryland,MD,61
Gary Neal,Towson University,MD,61
Greivis Vasquez,University of Maryland,MD,60
Martell Webster,Morgan State University,MD,58
Alex Len,University of Maryland,MD,55
Gary Neal,Towson University,MD,55
Jeff Green,University of Maryland,MD,51
Gary Neal,Towson University,MD,51
Jeff Green,University of Maryland,MD,50
Jeff Green,University of Maryland,MD,50
Greivis Vasquez,University of Maryland,MD,47
Gary Neal,Towson University,MD,46
Alex Len,University of Maryland,MD,45
Chris Wilcox,University of Maryland,MD,45
Martell Webster,Morgan State University,MD,45
Steve Blake,University of Maryland,MD,40
Gary Neal,Towson University,MD,38
Martell Webster,Morgan State University,MD,38
Gary Neal,Towson University,MD,34
Steve Blake,University of Maryland,MD,34
Jeff Green,University of Maryland,MD,29
Martell Webster,Morgan State University,MD,25
Steve Blake,University of Maryland,MD,24
Greivis Vasquez,University of Maryland,MD,22
Steve Blake,University of Maryland,MD,22
Steve Blake,University of Maryland,MD,17
Alex Len,University of Maryland,MD,12
Greivis Vasquez,University of Maryland,MD,12
Steve Blake,University of Maryland,MD,12
Martell Webster,Morgan State University,MD,8
Jake Layman,University of Maryland,MD,6
Jake Layman,University of Maryland,MD,6
Jerrelle Benimon,Towson University,MD,6
Greivis Vasquez,University of Maryland,MD,5
Gary Neal,Towson University,MD,1
Diamond Stone,University of Maryland,MD,1
Zach Randolph,Michigan State University,MI,96
Trey Burke,University of Michigan,MI,93
Shayne Whittington,Western Michigan University,MI,91
Zach Randolph,Michigan State University,MI,90
Draymond Green,Michigan State University,MI,89
Adreian Payne,Michigan State University,MI,88
Zach Randolph,Michigan State University,MI,87
Zach Randolph,Michigan State University,MI,86
Zach Randolph,Michigan State University,MI,86
Zach Randolph,Michigan State University,MI,85
Zach Randolph,Michigan State University,MI,85
Andre Miller,Michigan State University,MI,84
Earl Boykins,Eastern Michigan University,MI,83
Zach Randolph,Michigan State University,MI,81
Jamal Crawford,University of Michigan,MI,81
Chris Kaman,Central Michigan University,MI,81
Chris Kaman,Central Michigan University,MI,80
Jordan Clarkson,University of Missouri,MI,80
Jamal Crawford,University of Michigan,MI,79
Jamal Crawford,University of Michigan,MI,78
Mitch McGary,University of Michigan,MI,78
Deyonta Davis,Michigan State University,MI,78
Draymond Green,Michigan State University,MI,77
Draymond Green,Michigan State University,MI,77
Jordan Clarkson,University of Missouri,MI,77
Gary Harris,Michigan State University,MI,77
Gary Harris,Michigan State University,MI,77
Chris Kaman,Central Michigan University,MI,76
Draymond Green,Michigan State University,MI,75
DeMarre Carroll,University of Missouri,MI,74
Andre Miller,Michigan State University,MI,72
Jamal Crawford,University of Michigan,MI,72
Chris Kaman,Central Michigan University,MI,72
DeMarre Carroll,University of Missouri,MI,71
Chris Kaman,Central Michigan University,MI,69
Jason Richardson,Michigan State University,MI,67
Andre Miller,Michigan State University,MI,65
Adreian Payne,Michigan State University,MI,62
Jamal Crawford,University of Michigan,MI,61
Jordan Clarkson,University of Missouri,MI,61
DeMarre Carroll,University of Missouri,MI,61
Caris LeVert,University of Michigan,MI,61
Trey Burke,University of Michigan,MI,59
Jamal Crawford,University of Michigan,MI,59
Andre Miller,Michigan State University,MI,58
DeMarre Carroll,University of Missouri,MI,58
Willie Green,University of Detroit Mercy,MI,58
Jaylen Brown,University of Missouri,MI,56
Shannon Brown,Michigan State University,MI,56
Shannon Brown,Michigan State University,MI,56
Andre Miller,Michigan State University,MI,54
Andre Miller,Michigan State University,MI,53
Jason Richardson,Michigan State University,MI,53
Jordan Clarkson,University of Missouri,MI,52
Shannon Brown,Michigan State University,MI,51
Jamal Crawford,University of Michigan,MI,50
Draymond Green,Michigan State University,MI,48
Gary Harris,Michigan State University,MI,48
Trey Burke,University of Michigan,MI,47
Trey Burke,University of Michigan,MI,47
Jason Richardson,Michigan State University,MI,47
Alan Anderson,Michigan State University,MI,47
Ray McCallum,University of Detroit Mercy,MI,46
Linas Kleiza,University of Missouri,MI,45
Caris LeVert,University of Michigan,MI,44
Denzel Valentine,Michigan State University,MI,43
Jamal Crawford,University of Michigan,MI,42
DeMarre Carroll,University of Missouri,MI,41
DeMarre Carroll,University of Missouri,MI,41
Jason Richardson,Michigan State University,MI,40
Willie Green,University of Detroit Mercy,MI,40
Phil Pressey,University of Missouri,MI,40
Manny Harris,University of Michigan,MI,40
Kay Felder,Oakland University,MI,37
Keyon Dooling,University of Missouri,MI,36
Keyon Dooling,University of Missouri,MI,35
Chris Kaman,Central Michigan University,MI,34
DeMarre Carroll,University of Missouri,MI,34
Jabari Brown,University of Missouri,MI,34
Manny Harris,University of Michigan,MI,33
Trey Burke,University of Michigan,MI,32
Willie Green,University of Detroit Mercy,MI,32
Deyonta Davis,Michigan State University,MI,30
Alan Anderson,Michigan State University,MI,30
Phil Pressey,University of Missouri,MI,30
Manny Harris,University of Michigan,MI,29
Earl Boykins,Eastern Michigan University,MI,28
Jaylen Brown,University of Missouri,MI,28
Linas Kleiza,University of Missouri,MI,26
Maurice Ager,Michigan State University,MI,26
Juwan Howard,University of Michigan,MI,25
Ray McCallum,University of Detroit Mercy,MI,24
Alan Anderson,Michigan State University,MI,22
Alan Anderson,Michigan State University,MI,21
Darius Morris,University of Michigan,MI,21
Nik Stauskas,University of Michigan,MI,21
Ray McCallum,University of Detroit Mercy,MI,20
Bryn Forbes,Michigan State University,MI,20
Nik Stauskas,University of Michigan,MI,19
Nik Stauskas,University of Michigan,MI,19
DeMarre Carroll,University of Missouri,MI,18
Alan Anderson,Michigan State University,MI,18
Phil Pressey,University of Missouri,MI,18
Juwan Howard,University of Michigan,MI,16
Linas Kleiza,University of Missouri,MI,15
Darius Morris,University of Michigan,MI,15
Willie Green,University of Detroit Mercy,MI,14
Kim English,University of Missouri,MI,14
Adreian Payne,Michigan State University,MI,13
Shayne Whittington,Western Michigan University,MI,12
Mitch McGary,University of Michigan,MI,12
Denzel Valentine,Michigan State University,MI,12
Nik Stauskas,University of Michigan,MI,12
Draymond Green,Michigan State University,MI,11
Willie Green,University of Detroit Mercy,MI,11
Keyon Dooling,University of Missouri,MI,11
Walker Russell,Western Michigan University,MI,11
Branden Dawson,Michigan State University,MI,11
Darius Morris,University of Michigan,MI,10
Glen Rice,University of Michigan,MI,10
Bryn Forbes,Michigan State University,MI,8
Adreian Payne,Michigan State University,MI,7
Darius Morris,University of Michigan,MI,7
Gary Harris,Michigan State University,MI,6
Shannon Brown,Michigan State University,MI,6
Alan Anderson,Michigan State University,MI,6
Charlie Bell,Michigan State University,MI,6
Shannon Brown,Michigan State University,MI,5
Larry Drew,University of Missouri,MI,5
Kay Felder,Oakland University,MI,4
Juwan Howard,University of Michigan,MI,4
Larry Drew,University of Missouri,MI,3
Morris Peterson,Michigan State University,MI,3
Manny Harris,University of Michigan,MI,1
Glen Rice,University of Michigan,MI,1
Kalin Lucas,Michigan State University,MI,1
Keith Appling,Michigan State University,MI,0
Larry Hughes,Saint Louis University,MI,0
Kris Humphries,University of Minnesota,MN,86
Kris Humphries,University of Minnesota,MN,85
Kris Humphries,University of Minnesota,MN,84
Kris Humphries,University of Minnesota,MN,70
Kris Humphries,University of Minnesota,MN,56
Kris Humphries,University of Minnesota,MN,56
Kris Humphries,University of Minnesota,MN,51
Armon Johnson,Bemidji State University,MN,50
David Andersen,Augsburg College,MN,33
Armon Johnson,Bemidji State University,MN,21
Joel Przybilla,University of Minnesota,MN,9
Joel Przybilla,University of Minnesota,MN,8
Joel Przybilla,University of Minnesota,MN,4
Mychel Thompson,University of Minnesota,MN,3
Blake Ahearn,Missouri State University,MO,0
Arnett Moultrie,Mississippi State University,MS,79
Jarvis Varnado,Mississippi State University,MS,53
Dominique Jones,Mississippi State University,MS,45
Dominique Jones,Mississippi State University,MS,40
Trey Johnson,Jackson State University,MS,40
Dominique Jones,Mississippi State University,MS,30
Jamario Moon,Meridian Community College,MS,26
Erick Dampier,Mississippi State University,MS,24
Trey Johnson,Jackson State University,MS,16
Arnett Moultrie,Mississippi State University,MS,10
Erick Dampier,Mississippi State University,MS,7
Jamario Moon,Meridian Community College,MS,4
Jarvis Varnado,Mississippi State University,MS,2
Will Cherry,University of Montana,MT,8
Stephen Curry,Davidson College,NC,99
Stephen Curry,Davidson College,NC,99
Stephen Curry,Davidson College,NC,99
Chris Paul,Wake Forest University,NC,98
Chris Paul,Wake Forest University,NC,98
Chris Paul,Wake Forest University,NC,98
Chris Paul,Wake Forest University,NC,98
Chris Paul,Wake Forest University,NC,98
Chris Paul,Wake Forest University,NC,98
Stephen Curry,Davidson College,NC,97
Stephen Curry,Davidson College,NC,97
Chris Paul,Wake Forest University,NC,97
Chris Paul,Wake Forest University,NC,97
Kyrie Irving,Duke University,NC,97
