,Player,salary,college,state,wins_above_replacement
711,William Henry,,Yale University,CT,
712,William Henry,,Pensacola Junior College,FL,
713,William Henry,,Louisiana State University,LA,
714,William Henry,,Loyola Marymount University,CA,
715,William Henry,,University of Cincinnati,OH,
716,William Henry,,College of the Holy Cross,MA,
717,William Henry,,Seton Hall University,NJ,
718,William Henry,,St. Bonaventure University,NY,
719,William Henry,,West Hills College,CA,
720,William Henry,,Santa Clara University,CA,
721,William Henry,,Yale University,CT,
722,William Henry,,Pensacola Junior College,FL,
723,William Henry,,Louisiana State University,LA,
724,William Henry,,Loyola Marymount University,CA,
725,William Henry,,University of Cincinnati,OH,
726,William Henry,,College of the Holy Cross,MA,
727,William Henry,,Seton Hall University,NJ,
728,William Henry,,St. Bonaventure University,NY,
729,William Henry,,West Hills College,CA,
730,William Henry,,Santa Clara University,CA,
731,William Henry,,Yale University,CT,
732,William Henry,,Pensacola Junior College,FL,
733,William Henry,,Louisiana State University,LA,
734,William Henry,,Loyola Marymount University,CA,
735,William Henry,,University of Cincinnati,OH,
736,William Henry,,College of the Holy Cross,MA,
737,William Henry,,Seton Hall University,NJ,
738,William Henry,,St. Bonaventure University,NY,
739,William Henry,,West Hills College,CA,
740,William Henry,,Santa Clara University,CA,
741,William Henry,,Yale University,CT,
742,William Henry,,Pensacola Junior College,FL,
743,William Henry,,Louisiana State University,LA,
744,William Henry,,Loyola Marymount University,CA,
745,William Henry,,University of Cincinnati,OH,
746,William Henry,,College of the Holy Cross,MA,
747,William Henry,,Seton Hall University,NJ,
748,William Henry,,St. Bonaventure University,NY,
749,William Henry,,West Hills College,CA,
750,William Henry,,Santa Clara University,CA,
751,William Henry,,Yale University,CT,
752,William Henry,,Pensacola Junior College,FL,
753,William Henry,,Louisiana State University,LA,
754,William Henry,,Loyola Marymount University,CA,
755,William Henry,,University of Cincinnati,OH,
756,William Henry,,College of the Holy Cross,MA,
757,William Henry,,Seton Hall University,NJ,
758,William Henry,,St. Bonaventure University,NY,
759,William Henry,,West Hills College,CA,
760,William Henry,,Santa Clara University,CA,
761,William Henry,,Yale University,CT,
762,William Henry,,Pensacola Junior College,FL,
763,William Henry,,Louisiana State University,LA,
764,William Henry,,Loyola Marymount University,CA,
765,William Henry,,University of Cincinnati,OH,
766,William Henry,,College of the Holy Cross,MA,
767,William Henry,,Seton Hall University,NJ,
768,William Henry,,St. Bonaventure University,NY,
769,William Henry,,West Hills College,CA,
770,William Henry,,Santa Clara University,CA,
771,William Henry,,Yale University,CT,
772,William Henry,,Pensacola Junior College,FL,
773,William Henry,,Louisiana State University,LA,
774,William Henry,,Loyola Marymount University,CA,
775,William Henry,,University of Cincinnati,OH,
776,William Henry,,College of the Holy Cross,MA,
777,William Henry,,Seton Hall University,NJ,
778,William Henry,,St. Bonaventure University,NY,
779,William Henry,,West Hills College,CA,
780,William Henry,,Santa Clara University,CA,
781,William Henry,,Yale University,CT,
782,William Henry,,Pensacola Junior College,FL,
783,William Henry,,Louisiana State University,LA,
784,William Henry,,Loyola Marymount University,CA,
785,William Henry,,University of Cincinnati,OH,
786,William Henry,,College of the Holy Cross,MA,
787,William Henry,,Seton Hall University,NJ,
788,William Henry,,St. Bonaventure University,NY,
789,William Henry,,West Hills College,CA,
790,William Henry,,Santa Clara University,CA,
791,William Henry,,Yale University,CT,
792,William Henry,,Pensacola Junior College,FL,
793,William Henry,,Louisiana State University,LA,
794,William Henry,,Loyola Marymount University,CA,
795,William Henry,,University of Cincinnati,OH,
796,William Henry,,College of the Holy Cross,MA,
797,William Henry,,Seton Hall University,NJ,
798,William Henry,,St. Bonaventure University,NY,
799,William Henry,,West Hills College,CA,
800,William Henry,,Santa Clara University,CA,
801,William Henry,,Yale University,CT,
802,William Henry,,Pensacola Junior College,FL,
803,William Henry,,Louisiana State University,LA,
804,William Henry,,Loyola Marymount University,CA,
805,William Henry,,University of Cincinnati,OH,
806,William Henry,,College of the Holy Cross,MA,
807,William Henry,,Seton Hall University,NJ,
808,William Henry,,St. Bonaventure University,NY,
809,William Henry,,West Hills College,CA,
810,William Henry,,Santa Clara University,CA,
811,William Henry,,Yale University,CT,
812,William Henry,,Pensacola Junior College,FL,
813,William Henry,,Louisiana State University,LA,
814,William Henry,,Loyola Marymount University,CA,
815,William Henry,,University of Cincinnati,OH,
816,William Henry,,College of the Holy Cross,MA,
817,William Henry,,Seton Hall University,NJ,
818,William Henry,,St. Bonaventure University,NY,
819,William Henry,,West Hills College,CA,
820,William Henry,,Santa Clara University,CA,
821,William Henry,,Yale University,CT,
822,William Henry,,Pensacola Junior College,FL,
823,William Henry,,Louisiana State University,LA,
824,William Henry,,Loyola Marymount University,CA,
825,William Henry,,University of Cincinnati,OH,
826,William Henry,,College of the Holy Cross,MA,
827,William Henry,,Seton Hall University,NJ,
828,William Henry,,St. Bonaventure University,NY,
829,William Henry,,West Hills College,CA,
830,William Henry,,Santa Clara University,CA,
831,William Henry,,Yale University,CT,
832,William Henry,,Pensacola Junior College,FL,
833,William Henry,,Louisiana State University,LA,
834,William Henry,,Loyola Marymount University,CA,
835,William Henry,,University of Cincinnati,OH,
836,William Henry,,College of the Holy Cross,MA,
837,William Henry,,Seton Hall University,NJ,
838,William Henry,,St. Bonaventure University,NY,
839,William Henry,,West Hills College,CA,
840,William Henry,,Santa Clara University,CA,
841,William Henry,,Yale University,CT,
842,William Henry,,Pensacola Junior College,FL,
843,William Henry,,Louisiana State University,LA,
844,William Henry,,Loyola Marymount University,CA,
845,William Henry,,University of Cincinnati,OH,
846,William Henry,,College of the Holy Cross,MA,
847,William Henry,,Seton Hall University,NJ,
848,William Henry,,St. Bonaventure University,NY,
849,William Henry,,West Hills College,CA,
850,William Henry,,Santa Clara University,CA,
851,William Henry,,Yale University,CT,
852,William Henry,,Pensacola Junior College,FL,
853,William Henry,,Louisiana State University,LA,
854,William Henry,,Loyola Marymount University,CA,
855,William Henry,,University of Cincinnati,OH,
856,William Henry,,College of the Holy Cross,MA,
857,William Henry,,Seton Hall University,NJ,
858,William Henry,,St. Bonaventure University,NY,
859,William Henry,,West Hills College,CA,
860,William Henry,,Santa Clara University,CA,
861,William Henry,,Yale University,CT,
862,William Henry,,Pensacola Junior College,FL,
863,William Henry,,Louisiana State University,LA,
864,William Henry,,Loyola Marymount University,CA,
865,William Henry,,University of Cincinnati,OH,
866,William Henry,,College of the Holy Cross,MA,
867,William Henry,,Seton Hall University,NJ,
868,William Henry,,St. Bonaventure University,NY,
869,William Henry,,West Hills College,CA,
870,William Henry,,Santa Clara University,CA,
871,William Henry,,Yale University,CT,
872,William Henry,,Pensacola Junior College,FL,
873,William Henry,,Louisiana State University,LA,
874,William Henry,,Loyola Marymount University,CA,
875,William Henry,,University of Cincinnati,OH,
876,William Henry,,College of the Holy Cross,MA,
877,William Henry,,Seton Hall University,NJ,
878,William Henry,,St. Bonaventure University,NY,
879,William Henry,,West Hills College,CA,
880,William Henry,,Santa Clara University,CA,
881,William Henry,,Yale University,CT,
882,William Henry,,Pensacola Junior College,FL,
883,William Henry,,Louisiana State University,LA,
884,William Henry,,Loyola Marymount University,CA,
885,William Henry,,University of Cincinnati,OH,
886,William Henry,,College of the Holy Cross,MA,
887,William Henry,,Seton Hall University,NJ,
888,William Henry,,St. Bonaventure University,NY,
889,William Henry,,West Hills College,CA,
890,William Henry,,Santa Clara University,CA,
891,William Henry,,Yale University,CT,
892,William Henry,,Pensacola Junior College,FL,
893,William Henry,,Louisiana State University,LA,
894,William Henry,,Loyola Marymount University,CA,
895,William Henry,,University of Cincinnati,OH,
896,William Henry,,College of the Holy Cross,MA,
897,William Henry,,Seton Hall University,NJ,
898,William Henry,,St. Bonaventure University,NY,
899,William Henry,,West Hills College,CA,
900,William Henry,,Santa Clara University,CA,
901,William Henry,,Yale University,CT,
902,William Henry,,Pensacola Junior College,FL,
903,William Henry,,Louisiana State University,LA,
904,William Henry,,Loyola Marymount University,CA,
905,Jeremiah Lee,,Illinois State University,IL,
906,Alfredo,,St. Petersburg College,FL,
907,Alfredo,,Texas Christian University,TX,
908,Alfredo,,St. Petersburg College,FL,
909,Alfredo,,Texas Christian University,TX,
910,Alfredo,,St. Petersburg College,FL,
911,Alfredo,,Texas Christian University,TX,
912,Alfredo,,St. Petersburg College,FL,
913,Alfredo,,Texas Christian University,TX,
914,Alfredo,,St. Petersburg College,FL,
915,Alfredo,,Texas Christian University,TX,
916,Alfredo,,St. Petersburg College,FL,
917,Alfredo,,Texas Christian University,TX,
918,Alfredo,,St. Petersburg College,FL,
919,Alfredo,,Texas Christian University,TX,
920,Jose Omar,,,,
921,Juan Carlos,,Parkland College,IL,
922,Juan Carlos,,University of Mobile,AL,
923,Juan Carlos,,Parkland College,IL,
924,Juan Carlos,,University of Mobile,AL,
925,Juan Carlos,,Parkland College,IL,
926,Juan Carlos,,University of Mobile,AL,
927,Juan Carlos,,Parkland College,IL,
928,Juan Carlos,,University of Mobile,AL,
929,Juan Carlos,,Parkland College,IL,
930,Juan Carlos,,University of Mobile,AL,
931,Juan Carlos,,Parkland College,IL,
932,Juan Carlos,,University of Mobile,AL,
933,Juan Carlos,,Parkland College,IL,
934,Juan Carlos,,University of Mobile,AL,
935,Juan Carlos,,Parkland College,IL,
936,Juan Carlos,,University of Mobile,AL,
937,Juan Carlos,,Parkland College,IL,
938,Juan Carlos,,University of Mobile,AL,
939,Juan Carlos,,Parkland College,IL,
940,Juan Carlos,,University of Mobile,AL,
941,Adam Joseph,,,,
942,Adam Joseph,,,,
943,Adam Joseph,,,,
944,James Justin,,University of Texas at Austin,TX,
945,Thomas James,,University of Southern Mississippi,MS,
946,Thomas James,,Nassau Community College,NY,
947,Thomas James,,Sonoma State University,CA,
948,Thomas James,,Grossmont College,CA,
949,Thomas James,,Northwest Missouri State University,MO,
950,Thomas James,,Phoenix College,AZ,
951,Thomas James,,Utah State University,UT,
952,Thomas James,,Cabrillo College,CA,
953,Thomas James,,California State University Long Beach,CA,
954,Thomas James,,University of Southern Mississippi,MS,
955,Thomas James,,Nassau Community College,NY,
956,Thomas James,,Sonoma State University,CA,
957,Thomas James,,Grossmont College,CA,
958,Thomas James,,Northwest Missouri State University,MO,
959,Thomas James,,Phoenix College,AZ,
960,Thomas James,,Utah State University,UT,
961,Thomas James,,Cabrillo College,CA,
962,Thomas James,,California State University Long Beach,CA,
963,Thomas James,,University of Southern Mississippi,MS,
964,Thomas James,,Nassau Community College,NY,
965,Thomas James,,Sonoma State University,CA,
966,Thomas James,,Grossmont College,CA,
967,Thomas James,,Northwest Missouri State University,MO,
968,Thomas James,,Phoenix College,AZ,
969,Thomas James,,Utah State University,UT,
970,Thomas James,,Cabrillo College,CA,
971,Thomas James,,California State University Long Beach,CA,
972,Thomas James,,University of Southern Mississippi,MS,
973,Thomas James,,Nassau Community College,NY,
974,Thomas James,,Sonoma State University,CA,
975,Thomas James,,Grossmont College,CA,
976,Thomas James,,Northwest Missouri State University,MO,
977,Thomas James,,Phoenix College,AZ,
978,Thomas James,,Utah State University,UT,
979,Thomas James,,Cabrillo College,CA,
980,Thomas James,,California State University Long Beach,CA,
981,Thomas James,,University of Southern Mississippi,MS,
982,Thomas James,,Nassau Community College,NY,
983,Thomas James,,Sonoma State University,CA,
984,Thomas James,,Grossmont College,CA,
985,Thomas James,,Northwest Missouri State University,MO,
986,Thomas James,,Phoenix College,AZ,
987,Thomas James,,Utah State University,UT,
988,Thomas James,,Cabrillo College,CA,
989,Thomas James,,California State University Long Beach,CA,
990,Thomas James,,University of Southern Mississippi,MS,
991,Thomas James,,Nassau Community College,NY,
992,Thomas James,,Sonoma State University,CA,
993,Thomas James,,Grossmont College,CA,
994,Thomas James,,Northwest Missouri State University,MO,
995,Thomas James,,Phoenix College,AZ,
996,Thomas James,,Utah State University,UT,
997,Thomas James,,Cabrillo College,CA,
998,Thomas James,,California State University Long Beach,CA,
999,Thomas James,,University of Southern Mississippi,MS,
1000,Thomas James,,Nassau Community College,NY,
1001,Thomas James,,Sonoma State University,CA,
1002,Thomas James,,Grossmont College,CA,
